LAM RESEARCH,"Avenue Edouard-Dubois 20 Neuchatel Switzerland"
LAM RESEARCH,"4F 28 Pangyo-Ro 255 Beon-Gil Bundang-Gu Seongnam-Si Gyeonggi-Do Korea"
LAM RESEARCH,"4650 Cushing Parkway Fremont CA USA"
LENS INTERNATIONAL HK,"Unit A 7/F Mg Tower 133 Hoi Bun Road Kwun Tong Kowloon Hongkong"
LOT VACUUM,"(Shingeonji-Dong) 68 Gongdan1-Ro Anseong-Si Gyeonggi-Do Korea"
MAXFORD TECHNOLOGY,"18 Floor Chung Nam Building 1 Loc Khart Road Wanchai Hongkong"
MAXIM INTEGRATED PRODUCTS,"160 Rio Robles Drive San Jose CA USA"
MCNEX,"Lot Cn5 Ninh Binh City Ninh Binh Province Phuc Son Industrial Park Vietnam"
MEDIATEK,"#03-01 No. 1 Fusionopolis Walk Singapore"
MEDIATEK,"No.1 Dusing 1St Rd. Science Park Hsinchu Taiwan"
MEIKO ELECTRONICS,"Lot Ld4 Thach That-Quoc Oai Industrial Zone Phung Xa Commune Thach That DistHanoi Vietnam"
MICRON TECHNOLOGY,"8000 S. Federal Way Boise Id USA"
MICRON TECHNOLOGY,"1 North Coast Drive Singapore 757432 Singapore"
MIRAENANOTECH,"A6-1 Saida International Industrial Complex Xiqing Tianjin China"
MURATA MANUFACTURING,"22F (Gt Tower Seocho-Dong) 411 Seocho-Daero Seocho-Gu Seoul Korea"
MURATA MANUFACTURING,"The Exchange Tower No.2189 Nanjing Tianjin Heping China"
MURATA MANUFACTURING,"200 Yishun Ave 7 Singapore"
MURATA MANUFACTURING,"9380 Carroll Park Drive San Diego CA USA"
MURATA MANUFACTURING,"20 Fairbanks Suite 187 Irvine CA USA"
NAMUGA,"Lot B9 Thuy Van Industrial Zone Thuy Van Commune Viet Tri City Phu Tho ProvinceVietnam"
NEW MOTECH,"8 Hanamsandan 7Beon-Ro Gwangsan-Gu Gwangju Korea"
NEW MOTECH,"7/156 Moo 4 T.Mabyangporn A.Pluakda Eng Rayong Thailnad"
NITTO DENKO,"33Rd Floor Grand Front Osaka 4-20 Ofuka-Cho Kita-Ku Osaka 530-0011 Japan"
NUFLARE TECHNOLOGY,"8-1 Shinsugita-Cho Isogo-Ku Yokohama Kanagawa Japan"
NXP SEMICONDUCTORS,"NXP Semiconductors Netherlands B.V. High Tech Campus 60 Eindhoven The Netherlands"
PARTRON,"22 Samsung 1-Ro 2-Gil Hwaseong-Si Gyeonggi-Do Korea"
POSCO, "158# Shenxu Road Suzhou Industrial Park China"
POWERLOGICS,"Khai Quang Industrial Zone Khai Quang Ward Vinh Yen City Vinh Phuc Province Vietnam"
PRAXAIR TECHNOLOGY,"(Teheran-RoSinhan Building16F) 512Teheran-Ro Kangnam-Gu Seoul Korea"
PRAXAIR TECHNOLOGY,"7 3Gongdan 2-Ro Seobuk-Gu Cheonan-Si Chungcheongnam-Do Korea"
PSK,"48 Samsung 1 Ro 4-Gil Hwaseong-Si Gyeonggi-Do Korea"
QORVO,"1 Changi Business Park Avenue1#04 Singapore"
ROHM,"159-13Gasan Digital 1-Ro Geumcheon-Gu Seoul 153-803 Korea"
SAMSUNG DISPLAY,"95 Samsung 2nd Rd. Nonsuh-Dong Kiheung-Gu Yongin Gyeonggi-Do Korea"
SAMSUNG DISPLAY,"77 4Sandan 5-Gil Cheonan-Si Seobuk-Gu Chungcheongnam-Do Korea"
SAMSUNG DISPLAY,"Yen Phong I Industrial Zone Bac Ninh Province Yen Phong District Vietnam"
SAMSUNG ELECTRO-MECHANICS,"(Maetan-Dong) 150 Maeyeong-Ro Yeongtong-Gu Suwon-Si Gyeonggi-Do Korea"
SAMSUNG ELECTRO-MECHANICS,"Yen Binh Industrial Zone Dong Tien Ward Pho Yen Town Thai Nguyen Province Vietnam"
SAMSUNG ELECTRO-MECHANICS,"14F Tower A Scc Junction Of Hou Hai Blvd And Haide 1St Rd. Nanshan DistrictShenzhen Guangdong China"
SAMSUNG ELECTRO-MECHANICS,"788 Nanhe Rd Kunshan Et Development Jiangsu Province China"
SAMSUNG ELECTRO-MECHANICS,"1 Weishan Road Xiqing Mecro-Electro Nics Industrial Park Xiqing Dist Tianjin China"
SAMSUNG ELECTRO-MECHANICS,"No.80 Xiaqing RoadThe West Zone Of Teda Tianjin China"
SAMSUNG ELECTRO-MECHANICS,"Wellgrow Industrial Estate 93 Moo 5 T.Bangsamak A.Bangpakong ChachoengsaoThailand"
SAMSUNG ELECTRO-MECHANICS,"Semphil. Chip Block 5 Barrio Batino Calamba Laguna Philippines"
SAMSUNG SDI,"Yen Phong I - I.P Yen Trung Commune Yen Phong Dist Bac Ninh Province Vietnam"
SAMSUNG SDI,"Gongse-Dong 150-20 Gongse-Ro Giheung-Gu Yongin-Si Gyeonggi-Do Korea"
SAMSUNG SDI,"56 Gosan-Ro Uiwang-Si 16073 Gyeonggi-Do Korea"
SI FLEX,"Lot A Quang Chau Industrial Park Bac Giang Province. Vietyen District Vietnam"
SILTRONIC,"12 Tampines Industrial Ave 5 Singapore"
SILTRONIC,"7200 Nw Front Street Portland OR USA"
SMART MODULAR TECHNOLOGIES,"Av. Tegula 888 Edificio Cristal - CEA Ponte Alta Atibaia Sao Paulo Brazil"
SOULBRAIN COLTD,"34 Pangyo-Ro 255Beon-Gil Bundang-Gu Seongnam-Si Gyeonggi-Do Korea"
STMICROELECTRONICS,"5A Serangoon North Avenue 5 Singapore"
SUMCO,"Seavans North 1-2-1 Shibaura Minato-Ku Tokyo Japan"
SUMCO,"19801 N. Tatum Blvd Phoenix Arizona USA"
SUNG WOO ELECTRONICS,"Thuan Thanh 3 Industrial Zone Than H Khuong Commune Thuan Thanh DistrictBac Ninh Province Vietnam"
SYNAPTICS,"1251 Mckay Dr. San Jose CA USA"
TAIWAN PCB TECHVEST,"No.12 Kung Yeh 2Nd.Rd . Pin Chen Tao Yuan Hsien Taiwan"
TAIYO NIPPON SANSO,"#1189 Bao-8 Road Zong He Bao Shui Xi'An Shaanxi China"
TAIYO NIPPON SANSO,"94 Eumbongmyeon-Ro Eumbong-Myeon Asan-Si Chungcheongnam-Do Korea"
TAIYO NIPPON SANSO,"150 Allen Road Basking Ridge NJ USA"
TAIYO NIPPON SANSO,"3F No.2 Bldg. Baowu Tower 1859 Expo Boulevard Shanghai Pudong China"
TAIYO YUDEN,"3 International Business Park Nordi C European Centre #06-28 Singapore"
TAIYO YUDEN,"43 Jayumuyeok 3-Gil Masanhoewon-Gu Changwon-Si Gyeongsangnam-Do Korea"
TAIYO YUDEN,"Unit 2801-08 The Metropolis Tower 10 Metropolis Drive Hunghom Kowloon Hongkong"
TAIYO YUDEN,"B2B 2nd FloorBuilding3 No.258 Xin Ling Road China(Shanghai) Pilot Free Trade ZoneShanghai China"
TAIYO YUDEN,"440 Stevens Ave. Suite 300 Solana San Diego CA USA"
TAIYO YUDEN,"Furth Nordring 23 Germany"
TAIYO YUDEN,"2-7-19 Kyobashi Chuo-Ku Tokyo Japan"
TDK,"3505 Wharf Cable Tv Tower 9 Hoi Sh Ing Road Tsuen Wan N.T. Hongkong"
TDK,"No.1 Xingang Road Zhangwan Town Jiaocheng City Ningde Fujian Province Prc. China"
TDK,"11 North Buona Vista Drive #13-08 The Metropolis Tower 2 Singapore"
TDK,"St.Martin Str. 53 Munich Germany"
TDK,"8F Songnam Building Seocho-Dong Seocho-Gu Seoul Korea"
TDK,"Nilai Industrial Estate 71800 Nilai Negeri Sembilan Malaysia"
TES,"2374-36 Jungbu-Daero Yangji-Myeon Cheoin-Gu Yongin-Si Gyeonggi-Do Korea"
TEXAS INSTRUMENTS,"3-6 World Shipping Centre Harbour City 7 Canton Road Hongkong"
THE DOW CHEMICAL,"412 Teheran-Ro Gangnam-Gu Seoul Korea"
THE DOW CHEMICAL,"(Backseok-Dong)56 3Gongdan 1-Ro Seobuk-Gu Cheonan-Si Chungcheongnam-Do Korea"
THE DOW CHEMICAL,"112 Seonggeo-Gil Seonggeo-Eup Seobuk-Gu Cheonan-Si Chungcheongnam-Do Korea"
THE DOW CHEMICAL,"4F No.6 Lane 280 Zhongshan North Road Taiwan"
THE DOW CHEMICAL,"PO Box 60896 Charlotte NC USA"
THE DOW CHEMICAL,"451 Bellevue Road Newark DE USA"
THE DOW CHEMICAL,"Ul. Strefowa 16 Dzierzoniow Polska"
THE DOW CHEMICAL,"14F 412 Teheran-Ro Gangnam-Gu Seoul Korea"
THE DOW CHEMICAL,"Bachtobe Ietrasse 3 8810 Horgen Horgen Switzerland"
TOKYO ELECTRON,"Akasaka Biz Tower 3-1 Akasaka 5-Chome Minato-Ku Tokyo 107-6325 Japan"
TOKYO ELECTRON,"51 Jangangongdan 6-Gil Jangan-Myeon Hwaseong-Si Gyeonggi-Do Korea"
TOKYO ELECTRON,"2400 Grove Blvd. Austin TX USA"
TOKYO ELECTRON,"1F No.126 Hedan Rd. Pudong Shang Hai 200131 China"
TOSHIBA,"517 Yeongdong-Daero Gangnam-Gu Seoul Korea"
TOSHIBA,"20 Pasir Panjang Road #12-25/28 Mapletree Business City Singapore"
TOSHIBA,"2570-1 Urasuda Kamo-Shi Nigata Japan"
TOSHIBA,"20 Pasir Panjang Road #12-25/28 Mapletree Business City Singapore"
TOSHIBA,"72-34 Horikawa-Cho Saiwai-Ku Kaw Asaki-Shi Kanagawa Japan"
TRIPOD TECHNOLOGY,"No.7 Middle Section Mianzhou Aven Xiantao Hubei China"
UIL,"Lot F1 Que Vo Expanded Industrial Zone Phuonglieu Quevo Bacninh Vietnam"
ULVAC, "5 Hansan-Gil Cheongbuk-Eup Pyeongtaek-Si Gyeonggi-Do Korea"
VERSUM MATERIALS,"(Singil-Dong) 283 Haebong-Ro Danwon-Gu Ansan-Si Gyeonggi-Do Korea"
VERSUM MATERIALS,"7201 Hamilton Blvd. Allentown USA"
WISOL,"D1-1 D1-3 International Industrial City Xeda Tianjin China"
WISOL,"No.26 Street 05 Vsip Bac Ninh Industrial Zone Tu Son Town Bac Ninh Province Vietnam"
WONIK MATERIALS,"30 Yangcheong 3-Gil Yangcheong-Ri Ochang-Eup Cheongwon-Gu Cheongju-SiChungcheongbuk-Do Korea"
WONIK IPS,"75 Jinwisandan-Ro Jinwi-Myeon Pyeongtaek-Si Gyeonggi-Do Korea"
